specialty,service,service_code,country,currency,hospital_cost,tashkheesa_price,doctor_commission,pricing_status,notes
Pathology,Cytology,lab_cytology,OM,OMR,,19.9,3.0,pending_pricing,"Auto-converted from AED"
Pathology,Cytology,lab_cytology,QA,QAR,,188.0,28.0,pending_pricing,"Auto-converted from AED"
Pathology,Cytology,lab_cytology,SA,SAR,,194.0,29.0,pending_pricing,"Awaiting regional pricing"
Pathology,Cytology,lab_cytology,US,USD,,52.0,8.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Cytology: Body fluids",LAB_FLUIDS,,,,,,,
Pathology,"Cytology: Fine needle aspiration (FNA)",LAB_FNA,,,,,,,
Pathology,"Cytology: Pap smear",LAB_PAP,,,,,,,
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,AE,AED,,130.0,20.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,BH,BHD,,13.4,2.0,pending_pricing,"Auto-converted from AED"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,EG,EGP,620.0,713.0,107.0,active,
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,GB,GBP,,29.0,4.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,KW,KWD,,10.9,1.6,pending_pricing,"Auto-converted from AED"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,OM,OMR,,13.7,2.1,pending_pricing,"Auto-converted from AED"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,QA,QAR,,129.0,19.0,pending_pricing,"Auto-converted from AED"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,SA,SAR,,134.0,20.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Diabetes tests (HbA1c, fasting glucose)",LAB_DM,US,USD,,36.0,5.0,pending_pricing,"Awaiting regional pricing"
Pathology,Electrolytes,LAB_ELEC,,,,,,,
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,AE,AED,,48.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,BH,BHD,,5.0,0.7,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,EG,EGP,230.0,265.0,39.8,active,
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,GB,GBP,,11.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,KW,KWD,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,OM,OMR,,5.1,0.8,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,QA,QAR,,48.0,7.0,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,SA,SAR,,50.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Potassium",lab_electrolytes_k,US,USD,,13.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,AE,AED,,48.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,BH,BHD,,5.0,0.7,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,EG,EGP,230.0,265.0,39.8,active,
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,GB,GBP,,11.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,KW,KWD,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,OM,OMR,,5.1,0.8,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,QA,QAR,,48.0,7.0,pending_pricing,"Auto-converted from AED"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,SA,SAR,,50.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Electrolytes - Sodium",lab_electrolytes_na,US,USD,,13.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,AE,AED,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,BH,BHD,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,EG,EGP,,,,needs_clarification,
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,GB,GBP,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,KW,KWD,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,OM,OMR,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,QA,QAR,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,SA,SAR,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Fine Needle Aspiration (FNA)",lab_fna,US,USD,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Genetic & molecular testing",LAB_GEN,AE,AED,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Genetic & molecular testing",LAB_GEN,BH,BHD,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Genetic & molecular testing",LAB_GEN,EG,EGP,,,,needs_clarification,
Pathology,"Genetic & molecular testing",LAB_GEN,GB,GBP,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Genetic & molecular testing",LAB_GEN,KW,KWD,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Genetic & molecular testing",LAB_GEN,OM,OMR,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Genetic & molecular testing",LAB_GEN,QA,QAR,,,,pending_pricing,"Auto-converted from AED"
Pathology,"Genetic & molecular testing",LAB_GEN,SA,SAR,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Genetic & molecular testing",LAB_GEN,US,USD,,,,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,AE,AED,,546.0,82.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,BH,BHD,,56.1,8.4,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,EG,EGP,2600.0,2990.0,448.5,active,
Pathology,"Histopathology - Large Biopsy",lab_histo_large,GB,GBP,,120.0,18.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,KW,KWD,,45.6,6.8,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,OM,OMR,,57.6,8.6,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,QA,QAR,,542.0,81.0,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,SA,SAR,,561.0,84.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Large Biopsy",lab_histo_large,US,USD,,150.0,22.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,AE,AED,,777.0,116.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,BH,BHD,,79.8,12.0,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,EG,EGP,3700.0,4255.0,638.3,active,
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,GB,GBP,,170.0,26.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,KW,KWD,,64.9,9.7,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,OM,OMR,,81.9,12.3,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,QA,QAR,,771.0,116.0,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,SA,SAR,,798.0,120.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Organ/Resection",lab_histo_organ,US,USD,,213.0,32.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,AE,AED,,304.0,46.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,BH,BHD,,31.3,4.7,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,EG,EGP,1450.0,1668.0,250.2,active,
Pathology,"Histopathology - Small Biopsy",lab_histo_small,GB,GBP,,67.0,10.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,KW,KWD,,25.4,3.8,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,OM,OMR,,32.1,4.8,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,QA,QAR,,302.0,45.0,pending_pricing,"Auto-converted from AED"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,SA,SAR,,313.0,47.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology - Small Biopsy",lab_histo_small,US,USD,,83.0,13.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Histopathology reports (biopsies)",LAB_HISTO,,,,,,,
Pathology,"Hormonal profiles",LAB_HORM,,,,,,,
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,AE,AED,,92.0,14.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,BH,BHD,,9.5,1.4,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,EG,EGP,440.0,506.0,75.9,active,
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,GB,GBP,,20.0,3.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,KW,KWD,,7.7,1.2,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,OM,OMR,,9.7,1.5,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,QA,QAR,,92.0,14.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,SA,SAR,,95.0,14.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - DHEA-S",lab_hormone_dhea,US,USD,,25.0,4.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,AE,AED,,69.0,10.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,BH,BHD,,7.1,1.1,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,EG,EGP,330.0,380.0,57.0,active,
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,GB,GBP,,15.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,KW,KWD,,5.8,0.9,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,OM,OMR,,7.3,1.1,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,QA,QAR,,69.0,10.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,SA,SAR,,71.0,11.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Estradiol (E2)",lab_hormone_e2,US,USD,,19.0,3.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - FSH",lab_hormone_fsh,AE,AED,,69.0,10.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - FSH",lab_hormone_fsh,BH,BHD,,7.1,1.1,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - FSH",lab_hormone_fsh,EG,EGP,330.0,380.0,57.0,active,
Pathology,"Hormone - FSH",lab_hormone_fsh,GB,GBP,,15.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - FSH",lab_hormone_fsh,KW,KWD,,5.8,0.9,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - FSH",lab_hormone_fsh,OM,OMR,,7.3,1.1,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - FSH",lab_hormone_fsh,QA,QAR,,69.0,10.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - FSH",lab_hormone_fsh,SA,SAR,,71.0,11.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - FSH",lab_hormone_fsh,US,USD,,19.0,3.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - LH",lab_hormone_lh,AE,AED,,63.0,9.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - LH",lab_hormone_lh,BH,BHD,,6.5,1.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - LH",lab_hormone_lh,EG,EGP,300.0,345.0,51.8,active,
Pathology,"Hormone - LH",lab_hormone_lh,GB,GBP,,14.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - LH",lab_hormone_lh,KW,KWD,,5.3,0.8,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - LH",lab_hormone_lh,OM,OMR,,6.6,1.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - LH",lab_hormone_lh,QA,QAR,,63.0,9.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - LH",lab_hormone_lh,SA,SAR,,65.0,10.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - LH",lab_hormone_lh,US,USD,,17.0,3.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Prolactin",lab_hormone_prl,AE,AED,,69.0,10.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Prolactin",lab_hormone_prl,BH,BHD,,7.1,1.1,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Prolactin",lab_hormone_prl,EG,EGP,330.0,380.0,57.0,active,
Pathology,"Hormone - Prolactin",lab_hormone_prl,GB,GBP,,15.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Prolactin",lab_hormone_prl,KW,KWD,,5.8,0.9,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Prolactin",lab_hormone_prl,OM,OMR,,7.3,1.1,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Prolactin",lab_hormone_prl,QA,QAR,,69.0,10.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Prolactin",lab_hormone_prl,SA,SAR,,71.0,11.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Prolactin",lab_hormone_prl,US,USD,,19.0,3.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Testosterone",lab_hormone_testo,AE,AED,,143.0,21.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Testosterone",lab_hormone_testo,BH,BHD,,14.7,2.2,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Testosterone",lab_hormone_testo,EG,EGP,680.0,782.0,117.3,active,
Pathology,"Hormone - Testosterone",lab_hormone_testo,GB,GBP,,31.0,5.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Testosterone",lab_hormone_testo,KW,KWD,,11.9,1.8,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Testosterone",lab_hormone_testo,OM,OMR,,15.1,2.3,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Testosterone",lab_hormone_testo,QA,QAR,,142.0,21.0,pending_pricing,"Auto-converted from AED"
Pathology,"Hormone - Testosterone",lab_hormone_testo,SA,SAR,,147.0,22.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Hormone - Testosterone",lab_hormone_testo,US,USD,,39.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,AE,AED,,38.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,BH,BHD,,3.9,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,EG,EGP,180.0,207.0,31.0,active,
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,GB,GBP,,8.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,KW,KWD,,3.2,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,OM,OMR,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,QA,QAR,,38.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,SA,SAR,,39.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Creatinine",lab_kidney_creat,US,USD,,10.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Urea",lab_kidney_urea,AE,AED,,38.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Urea",lab_kidney_urea,BH,BHD,,3.9,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Urea",lab_kidney_urea,EG,EGP,180.0,207.0,31.0,active,
Pathology,"Kidney Function - Urea",lab_kidney_urea,GB,GBP,,8.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Urea",lab_kidney_urea,KW,KWD,,3.2,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Urea",lab_kidney_urea,OM,OMR,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Urea",lab_kidney_urea,QA,QAR,,38.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Urea",lab_kidney_urea,SA,SAR,,39.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Urea",lab_kidney_urea,US,USD,,10.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,AE,AED,,38.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,BH,BHD,,3.9,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,EG,EGP,180.0,207.0,31.0,active,
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,GB,GBP,,8.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,KW,KWD,,3.2,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,OM,OMR,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,QA,QAR,,38.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,SA,SAR,,39.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney Function - Uric Acid",lab_kidney_uric_acid,US,USD,,10.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Kidney function",LAB_KID,,,,,,,
Pathology,"Lipid profile",LAB_LIP,,,,,,,
Pathology,"Liver Function - ALP",lab_liver_alp,AE,AED,,40.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALP",lab_liver_alp,BH,BHD,,4.1,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALP",lab_liver_alp,EG,EGP,190.0,219.0,32.9,active,
Pathology,"Liver Function - ALP",lab_liver_alp,GB,GBP,,9.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALP",lab_liver_alp,KW,KWD,,3.3,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALP",lab_liver_alp,OM,OMR,,4.2,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALP",lab_liver_alp,QA,QAR,,40.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALP",lab_liver_alp,SA,SAR,,41.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALP",lab_liver_alp,US,USD,,11.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALT",lab_liver_alt,AE,AED,,38.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALT",lab_liver_alt,BH,BHD,,3.9,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALT",lab_liver_alt,EG,EGP,180.0,207.0,31.0,active,
Pathology,"Liver Function - ALT",lab_liver_alt,GB,GBP,,8.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALT",lab_liver_alt,KW,KWD,,3.2,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALT",lab_liver_alt,OM,OMR,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALT",lab_liver_alt,QA,QAR,,38.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - ALT",lab_liver_alt,SA,SAR,,39.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - ALT",lab_liver_alt,US,USD,,10.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - AST",lab_liver_ast,AE,AED,,38.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - AST",lab_liver_ast,BH,BHD,,3.9,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - AST",lab_liver_ast,EG,EGP,180.0,207.0,31.0,active,
Pathology,"Liver Function - AST",lab_liver_ast,GB,GBP,,8.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - AST",lab_liver_ast,KW,KWD,,3.2,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - AST",lab_liver_ast,OM,OMR,,4.0,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - AST",lab_liver_ast,QA,QAR,,38.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - AST",lab_liver_ast,SA,SAR,,39.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - AST",lab_liver_ast,US,USD,,10.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - Albumin",lab_liver_albumin,AE,AED,,40.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - Albumin",lab_liver_albumin,BH,BHD,,4.1,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - Albumin",lab_liver_albumin,EG,EGP,190.0,219.0,32.9,active,
Pathology,"Liver Function - Albumin",lab_liver_albumin,GB,GBP,,9.0,1.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - Albumin",lab_liver_albumin,KW,KWD,,3.3,0.5,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - Albumin",lab_liver_albumin,OM,OMR,,4.2,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - Albumin",lab_liver_albumin,QA,QAR,,40.0,6.0,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - Albumin",lab_liver_albumin,SA,SAR,,41.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - Albumin",lab_liver_albumin,US,USD,,11.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - GGT",lab_liver_ggt,AE,AED,,46.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - GGT",lab_liver_ggt,BH,BHD,,4.7,0.7,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - GGT",lab_liver_ggt,EG,EGP,220.0,253.0,37.9,active,
Pathology,"Liver Function - GGT",lab_liver_ggt,GB,GBP,,10.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - GGT",lab_liver_ggt,KW,KWD,,3.9,0.6,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - GGT",lab_liver_ggt,OM,OMR,,4.9,0.7,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - GGT",lab_liver_ggt,QA,QAR,,46.0,7.0,pending_pricing,"Auto-converted from AED"
Pathology,"Liver Function - GGT",lab_liver_ggt,SA,SAR,,47.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver Function - GGT",lab_liver_ggt,US,USD,,13.0,2.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Liver function",LAB_LFT,,,,,,,
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,AE,AED,,174.0,26.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,BH,BHD,,17.9,2.7,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,EG,EGP,830.0,955.0,143.3,active,
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,GB,GBP,,38.0,6.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,KW,KWD,,14.6,2.2,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,OM,OMR,,18.4,2.8,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,QA,QAR,,173.0,26.0,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,SA,SAR,,179.0,27.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Blood C&S",lab_micro_blood_cs,US,USD,,48.0,7.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,AE,AED,,1259.0,189.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,BH,BHD,,129.4,19.4,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,EG,EGP,6000.0,6900.0,1035.0,active,
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,GB,GBP,,276.0,41.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,KW,KWD,,105.2,15.8,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,OM,OMR,,132.8,19.9,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,QA,QAR,,1251.0,188.0,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,SA,SAR,,1294.0,194.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Sputum C&S",lab_micro_sputum_cs,US,USD,,345.0,52.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Stool C&S",lab_micro_stool_cs,AE,AED,,126.0,19.0,pending_pricing,"Awaiting regional pricing"
Pathology,"Microbiology - Stool C&S",lab_micro_stool_cs,BH,BHD,,12.9,1.9,pending_pricing,"Auto-converted from AED"
Pathology,"Microbiology - Stool C&S",lab_micro_stool_cs,EG,EGP,600.0,690.0,103.5,active,
